prompt_id,annotator1,annotator2
Tobacco1.0-40183,9,9.0
Tobacco1.0-40203,10,10.0
Tobacco1.0-4022,10,10.0
Tobacco1.0-4023,1,1.0
Tobacco1.0-4028,9,9.0
Tobacco1.0-40282,5,5.0
Tobacco1.0-40293,5,5.0
Tobacco1.0-40300,13,13.0
Tobacco1.0-40329,1,1.0
Tobacco1.0-4033,1,1.0
Tobacco1.0-40340,11,11.0
Tobacco1.0-40346,1,1.0
Tobacco1.0-40359,11,11.0
Tobacco1.0-4037,1,1.0
Tobacco1.0-40374,9,9.0
Tobacco1.0-40379,6,6.0
Tobacco1.0-4044,1,1.0
Tobacco1.0-40448,9,9.0
Tobacco1.0-40477,6,6.0
Tobacco1.0-40489,1,1.0
Tobacco1.0-40493,13,13.0
Tobacco1.0-40506,13,13.0
Tobacco1.0-40513,13,13.0
Tobacco1.0-4053,6,6.0
Tobacco1.0-4055,1,1.0
Tobacco1.0-40571,9,9.0
Tobacco1.0-40580,6,6.0
Tobacco1.0-40581,6,6.0
Tobacco1.0-40585,13,13.0
Tobacco1.0-406,1,1.0
Tobacco1.0-40612,9,9.0
Tobacco1.0-40617,6,6.0
Tobacco1.0-40625,9,9.0
Tobacco1.0-40628,6,6.0
Tobacco1.0-40629,11,11.0
Tobacco1.0-4063,11,11.0
Tobacco1.0-40662,13,13.0
Tobacco1.0-40672,6,6.0
Tobacco1.0-40697,6,6.0
Tobacco1.0-40708,10,10.0
Tobacco1.0-40709,9,9.0
Tobacco1.0-40723,9,9.0
Tobacco1.0-40729,13,13.0
Tobacco1.0-4073,9,9.0
Tobacco1.0-4075,1,1.0
Tobacco1.0-40794,9,9.0
Tobacco1.0-40798,9,9.0
Tobacco1.0-4080,1,1.0
Tobacco1.0-40824,10,10.0
Tobacco1.0-40832,1,1.0
Tobacco1.0-40833,9,9.0
Tobacco1.0-40846,9,9.0
Tobacco1.0-40873,9,9.0
Tobacco1.0-40909,13,13.0
Tobacco1.0-40913,6,6.0
Tobacco1.0-40920,9,9.0
Tobacco1.0-40976,10,10.0
Tobacco1.0-4101,1,1.0
Tobacco1.0-41015,1,1.0
Tobacco1.0-41019,11,11.0
Tobacco1.0-41022,1,1.0
Tobacco1.0-41040,7,7.0
Tobacco1.0-41079,11,11.0
Tobacco1.0-41090,10,10.0
Tobacco1.0-41098,11,11.0
Tobacco1.0-41126,1,1.0
Tobacco1.0-41129,1,1.0
Tobacco1.0-4114,9,9.0
Tobacco1.0-4117,13,13.0
Tobacco1.0-41222,5,5.0
Tobacco1.0-41244,9,9.0
Tobacco1.0-41245,9,9.0
Tobacco1.0-41276,11,11.0
Tobacco1.0-41281,9,9.0
Tobacco1.0-41283,1,1.0
Tobacco1.0-41290,9,9.0
Tobacco1.0-413,13,13.0
Tobacco1.0-41328,7,7.0
Tobacco1.0-41335,13,13.0
Tobacco1.0-4134,5,5.0
Tobacco1.0-41365,9,9.0
Tobacco1.0-41395,9,9.0
Tobacco1.0-41399,11,11.0
Tobacco1.0-41424,6,6.0
Tobacco1.0-41454,6,6.0
Tobacco1.0-41466,1,1.0
Tobacco1.0-41470,12,12.0
Tobacco1.0-41534,9,9.0
Tobacco1.0-4169,10,10.0
Tobacco1.0-4172,1,1.0
Tobacco1.0-41755,9,9.0
Tobacco1.0-41763,9,9.0
Tobacco1.0-41772,9,9.0
Tobacco1.0-41780,11,11.0
Tobacco1.0-41799,11,11.0
Tobacco1.0-41853,9,9.0
Tobacco1.0-4186,9,9.0
Tobacco1.0-41861,9,9.0
Tobacco1.0-41872,13,13.0
Tobacco1.0-4193,13,13.0
Tobacco1.0-4195,6,6.0
Tobacco1.0-4205,7,7.0
Tobacco1.0-4214,11,11.0
Tobacco1.0-4226,5,
Tobacco1.0-4250,1,1.0
Tobacco1.0-4253,9,9.0
Tobacco1.0-4254,13,13.0
Tobacco1.0-426,1,1.0
Tobacco1.0-4288,6,6.0
Tobacco1.0-4305,1,1.0
Tobacco1.0-4309,13,13.0
Tobacco1.0-4318,13,13.0
Tobacco1.0-4321,7,7.0
Tobacco1.0-4336,9,9.0
Tobacco1.0-4343,1,1.0
Tobacco1.0-4352,13,13.0
Tobacco1.0-4353,1,1.0
Tobacco1.0-4356,6,6.0
Tobacco1.0-438,5,5.0
Tobacco1.0-4383,13,13.0
Tobacco1.0-4387,11,11.0
Tobacco1.0-4388,9,9.0
Tobacco1.0-4391,13,13.0
Tobacco1.0-4394,13,
Tobacco1.0-4397,6,6.0
Tobacco1.0-440,5,5.0
Tobacco1.0-4405,7,7.0
Tobacco1.0-4416,9,9.0
Tobacco1.0-4418,13,13.0
Tobacco1.0-4426,14,14.0
Tobacco1.0-4442,13,13.0
Tobacco1.0-4445,11,11.0
Tobacco1.0-4456,1,1.0
Tobacco1.0-4469,1,1.0
Tobacco1.0-4470,6,
Tobacco1.0-4473,6,6.0
Tobacco1.0-4501,13,13.0
Tobacco1.0-4511,5,5.0
Tobacco1.0-4517,9,9.0
Tobacco1.0-4520,6,6.0
Tobacco1.0-4522,12,12.0
Tobacco1.0-4532,6,6.0
Tobacco1.0-4534,6,6.0
Tobacco1.0-4537,1,
Tobacco1.0-4538,5,5.0
Tobacco1.0-4543,1,
Tobacco1.0-4552,13,13.0
Tobacco1.0-4559,6,6.0
Tobacco1.0-456,9,9.0
Tobacco1.0-4562,1,1.0
Tobacco1.0-4566,5,5.0
Tobacco1.0-458,9,9.0
Tobacco1.0-4584,11,11.0
Tobacco1.0-4585,1,1.0
Tobacco1.0-4586,1,1.0
Tobacco1.0-4590,6,6.0
Tobacco1.0-4599,9,9.0
Tobacco1.0-4610,9,9.0
Tobacco1.0-4619,6,
Tobacco1.0-462,9,9.0
Tobacco1.0-4620,6,6.0
Tobacco1.0-4631,11,11.0
Tobacco1.0-4659,5,5.0
Tobacco1.0-466,10,10.0
Tobacco1.0-4662,10,10.0
Tobacco1.0-4674,1,1.0
Tobacco1.0-4678,13,13.0
Tobacco1.0-4680,1,1.0
Tobacco1.0-4683,5,5.0
Tobacco1.0-4688,5,5.0
Tobacco1.0-4689,1,
Tobacco1.0-4700,11,11.0
Tobacco1.0-4703,1,1.0
Tobacco1.0-4707,10,10.0
Tobacco1.0-4735,1,1.0
Tobacco1.0-4736,13,13.0
Tobacco1.0-4738,13,13.0
Tobacco1.0-476,9,9.0
Tobacco1.0-4768,1,1.0
Tobacco1.0-479,6,6.0
Tobacco1.0-4795,9,9.0
Tobacco1.0-4813,9,9.0
Tobacco1.0-4820,9,9.0
Tobacco1.0-4825,9,9.0
Tobacco1.0-4827,11,11.0
Tobacco1.0-4828,9,9.0
Tobacco1.0-483,13,13.0
Tobacco1.0-4830,10,
Tobacco1.0-4833,13,13.0
Tobacco1.0-4836,13,13.0
Tobacco1.0-4848,1,
Tobacco1.0-4849,9,9.0
Tobacco1.0-4850,5,5.0
Tobacco1.0-4854,5,
Tobacco1.0-4857,13,13.0
Tobacco1.0-486,6,6.0
Tobacco1.0-4862,6,6.0
Tobacco1.0-4864,6,6.0
Tobacco1.0-4870,9,9.0
Tobacco1.0-4880,6,6.0
Tobacco1.0-4897,1,1.0
Tobacco1.0-4898,11,
Tobacco1.0-49,1,1.0
Tobacco1.0-4902,13,13.0
Tobacco1.0-4919,5,5.0
Tobacco1.0-4921,7,7.0
Tobacco1.0-4933,6,6.0
Tobacco1.0-494,1,1.0
Tobacco1.0-495,9,9.0
Tobacco1.0-4955,6,6.0
Tobacco1.0-4959,11,11.0
Tobacco1.0-4961,6,6.0
Tobacco1.0-4969,5,5.0
Tobacco1.0-4998,6,6.0
Tobacco1.0-5001,1,1.0
Tobacco1.0-501,6,6.0
Tobacco1.0-5018,13,13.0
Tobacco1.0-5026,10,10.0
Tobacco1.0-5029,6,6.0
Tobacco1.0-504,13,13.0
Tobacco1.0-5050,6,6.0
Tobacco1.0-5053,1,1.0
Tobacco1.0-5067,1,1.0
Tobacco1.0-5068,10,10.0
Tobacco1.0-507,6,6.0
Tobacco1.0-5079,6,6.0
Tobacco1.0-5084,5,
Tobacco1.0-5085,6,6.0
Tobacco1.0-5091,6,6.0
Tobacco1.0-5108,6,6.0
Tobacco1.0-5110,13,13.0
Tobacco1.0-5116,12,12.0
Tobacco1.0-5127,9,9.0
Tobacco1.0-5131,6,6.0
Tobacco1.0-5134,9,9.0
Tobacco1.0-5139,6,6.0
Tobacco1.0-5155,6,6.0
Tobacco1.0-516,8,8.0
Tobacco1.0-5160,6,6.0
Tobacco1.0-5161,6,6.0
Tobacco1.0-5164,9,9.0
Tobacco1.0-5177,9,9.0
Tobacco1.0-520,13,13.0
Tobacco1.0-5214,9,9.0
Tobacco1.0-5249,1,1.0
Tobacco1.0-525,13,13.0
Tobacco1.0-5266,6,6.0
Tobacco1.0-5273,13,13.0
Tobacco1.0-5277,13,
Tobacco1.0-5282,7,7.0
Tobacco1.0-5289,10,10.0
Tobacco1.0-5290,11,11.0
Tobacco1.0-5292,9,9.0
Tobacco1.0-5302,11,11.0
Tobacco1.0-531,9,9.0
Tobacco1.0-5312,13,13.0
Tobacco1.0-5313,5,5.0
Tobacco1.0-5333,13,13.0
Tobacco1.0-534,9,9.0
Tobacco1.0-5350,5,5.0
Tobacco1.0-5355,9,9.0
Tobacco1.0-5366,11,11.0
Tobacco1.0-5369,1,1.0
Tobacco1.0-5377,12,12.0
Tobacco1.0-5379,1,1.0
Tobacco1.0-5385,7,7.0
Tobacco1.0-5390,12,12.0
Tobacco1.0-5394,6,6.0
Tobacco1.0-5405,13,13.0
Tobacco1.0-5421,1,1.0
Tobacco1.0-5422,1,1.0
Tobacco1.0-5423,1,1.0
Tobacco1.0-5428,1,1.0
Tobacco1.0-5433,9,9.0
Tobacco1.0-5436,3,
Tobacco1.0-5440,13,13.0
Tobacco1.0-5441,6,6.0
Tobacco1.0-5450,13,13.0
Tobacco1.0-5457,9,9.0
Tobacco1.0-5492,6,6.0
Tobacco1.0-5497,6,6.0
Tobacco1.0-5509,1,1.0
Tobacco1.0-5533,12,12.0
Tobacco1.0-5541,1,
Tobacco1.0-5553,1,1.0
Tobacco1.0-5558,6,
Tobacco1.0-5564,9,9.0
Tobacco1.0-5591,1,1.0
Tobacco1.0-5593,1,1.0
Tobacco1.0-561,11,11.0
Tobacco1.0-5610,1,1.0
Tobacco1.0-5611,6,6.0
Tobacco1.0-5618,7,7.0
Tobacco1.0-5624,5,5.0
Tobacco1.0-563,7,7.0
Tobacco1.0-5631,11,11.0
Tobacco1.0-5638,6,6.0
Tobacco1.0-5640,10,10.0
Tobacco1.0-5642,11,11.0
Tobacco1.0-566,10,10.0
Tobacco1.0-5661,6,6.0
Tobacco1.0-5666,11,11.0
Tobacco1.0-5674,6,6.0
Tobacco1.0-5678,13,13.0
Tobacco1.0-5688,6,6.0
Tobacco1.0-570,10,10.0
Tobacco1.0-5708,11,11.0
Tobacco1.0-5721,13,13.0
Tobacco1.0-5727,9,
Tobacco1.0-5743,1,1.0
Tobacco1.0-5750,13,13.0
Tobacco1.0-5759,5,5.0
Tobacco1.0-5762,7,7.0
Tobacco1.0-5764,13,13.0
Tobacco1.0-5797,7,7.0
Tobacco1.0-58,9,9.0
Tobacco1.0-5804,10,10.0
Tobacco1.0-5806,6,6.0
Tobacco1.0-5813,6,6.0
Tobacco1.0-5820,6,6.0
Tobacco1.0-5824,6,6.0
Tobacco1.0-5865,1,1.0
Tobacco1.0-5867,13,13.0
Tobacco1.0-5874,13,13.0
Tobacco1.0-5875,3,3.0
Tobacco1.0-5881,1,1.0
Tobacco1.0-5882,13,13.0
Tobacco1.0-5891,11,11.0
Tobacco1.0-5892,10,10.0
Tobacco1.0-5894,9,9.0
Tobacco1.0-5896,13,13.0
Tobacco1.0-5912,6,
Tobacco1.0-5913,9,9.0
Tobacco1.0-593,1,1.0
Tobacco1.0-5930,13,13.0
Tobacco1.0-5940,1,1.0
Tobacco1.0-5943,11,11.0
Tobacco1.0-595,10,10.0
Tobacco1.0-596,1,1.0
Tobacco1.0-5961,1,1.0
Tobacco1.0-5964,6,6.0
Tobacco1.0-5975,1,1.0
Tobacco1.0-5976,9,9.0
Tobacco1.0-5983,1,1.0
Tobacco1.0-6002,9,9.0
Tobacco1.0-6014,9,9.0
Tobacco1.0-6017,1,1.0
Tobacco1.0-604,6,6.0
Tobacco1.0-6056,9,9.0
Tobacco1.0-6067,1,1.0
Tobacco1.0-608,6,6.0
Tobacco1.0-6080,6,6.0
Tobacco1.0-6094,6,6.0
Tobacco1.0-6102,6,6.0
Tobacco1.0-6103,6,6.0
Tobacco1.0-6115,9,9.0
Tobacco1.0-6129,5,5.0
Tobacco1.0-613,1,1.0
Tobacco1.0-6132,10,10.0
Tobacco1.0-6134,1,1.0
Tobacco1.0-6135,11,
Tobacco1.0-6136,9,9.0
Tobacco1.0-6146,13,13.0
Tobacco1.0-6147,9,9.0
Tobacco1.0-6152,10,10.0
Tobacco1.0-6161,5,5.0
Tobacco1.0-6180,1,1.0
Tobacco1.0-6190,5,5.0
Tobacco1.0-6200,9,9.0
Tobacco1.0-6215,6,6.0
Tobacco1.0-622,6,6.0
Tobacco1.0-6220,1,1.0
Tobacco1.0-6223,9,9.0
Tobacco1.0-6241,6,6.0
Tobacco1.0-6270,7,7.0
Tobacco1.0-6276,7,7.0
Tobacco1.0-6282,7,
Tobacco1.0-6284,12,12.0
Tobacco1.0-6286,7,7.0
Tobacco1.0-6293,11,11.0
Tobacco1.0-6294,6,6.0
Tobacco1.0-6295,4,4.0
Tobacco1.0-6306,6,6.0
Tobacco1.0-6310,1,1.0
Tobacco1.0-6312,9,9.0
Tobacco1.0-6315,6,6.0
Tobacco1.0-6340,11,11.0
Tobacco1.0-6344,6,6.0
Tobacco1.0-6359,1,1.0
Tobacco1.0-6367,1,1.0
Tobacco1.0-6385,7,7.0
Tobacco1.0-6396,13,13.0
Tobacco1.0-640,1,1.0
Tobacco1.0-6408,6,6.0
Tobacco1.0-6410,6,
Tobacco1.0-6412,9,9.0
Tobacco1.0-6436,5,5.0
Tobacco1.0-6439,3,3.0
Tobacco1.0-644,11,11.0
Tobacco1.0-6440,5,5.0
Tobacco1.0-6459,1,1.0
Tobacco1.0-6470,10,10.0
Tobacco1.0-6473,1,1.0
Tobacco1.0-6474,11,11.0
Tobacco1.0-6476,6,6.0
Tobacco1.0-6478,6,6.0
Tobacco1.0-648,11,11.0
Tobacco1.0-6480,13,13.0
Tobacco1.0-6484,6,6.0
Tobacco1.0-6497,6,6.0
Tobacco1.0-65,1,1.0
Tobacco1.0-6516,9,9.0
Tobacco1.0-6525,1,1.0
Tobacco1.0-653,1,1.0
Tobacco1.0-6536,9,9.0
Tobacco1.0-6548,1,1.0
Tobacco1.0-6558,1,1.0
Tobacco1.0-6568,9,9.0
Tobacco1.0-6571,12,
Tobacco1.0-6578,6,6.0
Tobacco1.0-6585,13,13.0
Tobacco1.0-6605,1,1.0
Tobacco1.0-6614,9,9.0
Tobacco1.0-6623,1,1.0
Tobacco1.0-6650,11,11.0
Tobacco1.0-6662,9,9.0
Tobacco1.0-6669,9,9.0
Tobacco1.0-6671,6,6.0
Tobacco1.0-6677,6,6.0
Tobacco1.0-6680,6,6.0
Tobacco1.0-669,5,
Tobacco1.0-6699,9,9.0
Tobacco1.0-6701,9,9.0
Tobacco1.0-6708,5,5.0
Tobacco1.0-6710,1,1.0
Tobacco1.0-6714,5,5.0
Tobacco1.0-6720,10,10.0
Tobacco1.0-6754,10,10.0
Tobacco1.0-6770,9,9.0
Tobacco1.0-6789,1,1.0
Tobacco1.0-679,6,6.0
Tobacco1.0-6794,9,9.0
Tobacco1.0-6817,9,9.0
Tobacco1.0-6822,13,13.0
Tobacco1.0-6823,6,6.0
Tobacco1.0-6832,7,7.0
Tobacco1.0-6835,12,12.0
Tobacco1.0-6847,1,1.0
Tobacco1.0-6854,3,3.0
Tobacco1.0-6859,10,10.0
Tobacco1.0-6868,11,11.0
Tobacco1.0-6879,9,9.0
Tobacco1.0-6881,9,9.0
Tobacco1.0-6897,9,9.0
Tobacco1.0-690,10,10.0
Tobacco1.0-6900,1,1.0
Tobacco1.0-6909,10,
Tobacco1.0-6911,9,9.0
Tobacco1.0-6917,1,1.0
Tobacco1.0-6927,1,1.0
Tobacco1.0-6930,5,
Tobacco1.0-6943,5,5.0
Tobacco1.0-6958,1,1.0
Tobacco1.0-6960,9,9.0
Tobacco1.0-6969,11,11.0
Tobacco1.0-6973,6,6.0
Tobacco1.0-6977,9,9.0
Tobacco1.0-698,6,6.0
Tobacco1.0-6980,6,6.0
Tobacco1.0-6981,6,6.0
Tobacco1.0-6996,7,7.0
Tobacco1.0-7008,6,6.0
Tobacco1.0-701,1,1.0
Tobacco1.0-7015,6,6.0
Tobacco1.0-7034,11,11.0
Tobacco1.0-7039,13,13.0
Tobacco1.0-7045,13,
Tobacco1.0-7054,11,11.0
Tobacco1.0-7056,1,1.0
Tobacco1.0-7066,9,9.0
Tobacco1.0-7081,1,1.0
Tobacco1.0-7084,9,9.0
Tobacco1.0-7087,1,1.0
Tobacco1.0-709,13,13.0
Tobacco1.0-7095,6,6.0
Tobacco1.0-7106,9,9.0
Tobacco1.0-7109,11,11.0
Tobacco1.0-7142,9,9.0
Tobacco1.0-7145,11,11.0
Tobacco1.0-7148,6,6.0
Tobacco1.0-7151,11,11.0
Tobacco1.0-7159,6,6.0
Tobacco1.0-7176,13,13.0
Tobacco1.0-719,9,
Tobacco1.0-7205,1,1.0
Tobacco1.0-7206,9,9.0
Tobacco1.0-7218,6,6.0
Tobacco1.0-7221,5,5.0
Tobacco1.0-7224,11,11.0
Tobacco1.0-7227,1,1.0
Tobacco1.0-7239,3,3.0
Tobacco1.0-7241,6,6.0
Tobacco1.0-7243,11,
Tobacco1.0-7257,9,9.0
Tobacco1.0-726,13,
Tobacco1.0-727,9,9.0
Tobacco1.0-7270,11,11.0
Tobacco1.0-7272,1,1.0
Tobacco1.0-728,13,13.0
Tobacco1.0-7288,5,5.0
Tobacco1.0-729,9,9.0
Tobacco1.0-7297,6,6.0
Tobacco1.0-7301,11,11.0
Tobacco1.0-7312,6,
Tobacco1.0-7315,6,6.0
Tobacco1.0-7318,6,
Tobacco1.0-7321,6,6.0
Tobacco1.0-7334,6,6.0
Tobacco1.0-7336,9,9.0
Tobacco1.0-7338,6,6.0
Tobacco1.0-7348,6,6.0
Tobacco1.0-7351,9,9.0
Tobacco1.0-7356,13,13.0
Tobacco1.0-7361,6,6.0
Tobacco1.0-7374,6,6.0
Tobacco1.0-7378,6,6.0
Tobacco1.0-738,7,7.0
Tobacco1.0-7388,11,11.0
Tobacco1.0-7390,1,1.0
Tobacco1.0-7396,3,3.0
Tobacco1.0-7397,10,
Tobacco1.0-7415,9,9.0
Tobacco1.0-7416,6,6.0
Tobacco1.0-7420,9,9.0
Tobacco1.0-7435,10,10.0
Tobacco1.0-744,5,5.0
Tobacco1.0-7445,11,11.0
Tobacco1.0-7448,3,
Tobacco1.0-7467,3,3.0
Tobacco1.0-7470,5,5.0
Tobacco1.0-7471,6,6.0
Tobacco1.0-7472,13,13.0
Tobacco1.0-7473,13,13.0
Tobacco1.0-7474,7,
Tobacco1.0-7475,9,9.0
Tobacco1.0-7492,9,9.0
Tobacco1.0-7499,1,1.0
Tobacco1.0-7502,1,1.0
Tobacco1.0-7505,9,9.0
Tobacco1.0-7506,9,9.0
Tobacco1.0-751,6,
Tobacco1.0-7512,6,
Tobacco1.0-7519,13,13.0
Tobacco1.0-7523,6,6.0
Tobacco1.0-7526,1,1.0
Tobacco1.0-7528,13,13.0
Tobacco1.0-7532,13,13.0
Tobacco1.0-7534,13,
Tobacco1.0-7541,5,5.0
Tobacco1.0-7545,11,11.0
Tobacco1.0-7546,10,10.0
Tobacco1.0-7547,9,9.0
Tobacco1.0-7550,9,9.0
Tobacco1.0-7564,9,9.0
Tobacco1.0-7568,7,7.0
Tobacco1.0-7569,13,13.0
Tobacco1.0-7570,9,9.0
Tobacco1.0-7571,11,11.0
Tobacco1.0-7584,6,6.0
Tobacco1.0-7609,5,5.0
Tobacco1.0-7614,11,11.0
Tobacco1.0-7620,13,13.0
Tobacco1.0-7628,6,6.0
Tobacco1.0-7629,1,1.0
Tobacco1.0-7630,6,6.0
Tobacco1.0-7632,9,9.0
Tobacco1.0-7645,6,6.0
Tobacco1.0-7660,11,11.0
Tobacco1.0-7671,13,13.0
Tobacco1.0-7687,9,9.0
Tobacco1.0-769,1,1.0
Tobacco1.0-7694,7,7.0
Tobacco1.0-7696,6,6.0
Tobacco1.0-7703,13,13.0
Tobacco1.0-7706,9,9.0
Tobacco1.0-772,9,9.0
Tobacco1.0-7722,12,12.0
Tobacco1.0-7725,11,11.0
Tobacco1.0-7738,3,
Tobacco1.0-7743,5,5.0
Tobacco1.0-7747,9,9.0
Tobacco1.0-7754,1,1.0
Tobacco1.0-7769,1,1.0
Tobacco1.0-778,1,1.0
Tobacco1.0-7789,1,1.0
Tobacco1.0-7796,1,1.0
Tobacco1.0-780,4,4.0
Tobacco1.0-7801,6,6.0
Tobacco1.0-7805,4,4.0
Tobacco1.0-7807,6,6.0
Tobacco1.0-7808,13,13.0
Tobacco1.0-781,1,1.0
Tobacco1.0-7821,6,6.0
Tobacco1.0-7824,13,13.0
Tobacco1.0-7836,9,9.0
Tobacco1.0-784,1,1.0
Tobacco1.0-7849,9,9.0
Tobacco1.0-786,1,1.0
Tobacco1.0-7860,1,1.0
Tobacco1.0-7878,10,10.0
Tobacco1.0-7879,2,2.0
Tobacco1.0-7885,6,6.0
Tobacco1.0-7886,6,6.0
Tobacco1.0-7888,6,6.0
Tobacco1.0-7891,9,
Tobacco1.0-7897,9,9.0
Tobacco1.0-7906,9,9.0
Tobacco1.0-7914,5,5.0
Tobacco1.0-7926,6,6.0
Tobacco1.0-795,11,11.0
Tobacco1.0-7954,9,
Tobacco1.0-7958,5,5.0
Tobacco1.0-7969,3,3.0
Tobacco1.0-7995,1,1.0
Tobacco1.0-8012,11,11.0
Tobacco1.0-8023,1,1.0
Tobacco1.0-8036,9,9.0
Tobacco1.0-8038,9,9.0
Tobacco1.0-8045,1,1.0
Tobacco1.0-8049,10,10.0
Tobacco1.0-8053,7,7.0
Tobacco1.0-8057,9,9.0
Tobacco1.0-8063,9,9.0
Tobacco1.0-8065,6,6.0
Tobacco1.0-8068,5,5.0
Tobacco1.0-8090,5,5.0
Tobacco1.0-8120,1,1.0
Tobacco1.0-8136,11,11.0
Tobacco1.0-8162,11,11.0
Tobacco1.0-817,9,9.0
Tobacco1.0-8172,7,7.0
Tobacco1.0-8177,6,6.0
Tobacco1.0-8178,9,9.0
Tobacco1.0-8179,1,1.0
Tobacco1.0-8181,5,5.0
Tobacco1.0-8188,5,5.0
Tobacco1.0-8189,11,11.0
Tobacco1.0-819,1,1.0
Tobacco1.0-8193,6,6.0
Tobacco1.0-8196,1,1.0
Tobacco1.0-8201,9,9.0
Tobacco1.0-8204,9,9.0
Tobacco1.0-821,6,6.0
Tobacco1.0-8229,11,11.0
Tobacco1.0-8234,5,5.0
Tobacco1.0-8242,1,1.0
Tobacco1.0-8245,9,9.0
Tobacco1.0-8252,9,9.0
Tobacco1.0-8257,1,1.0
Tobacco1.0-8269,1,1.0
Tobacco1.0-8273,5,5.0
Tobacco1.0-8275,6,6.0
Tobacco1.0-8279,1,1.0
Tobacco1.0-8305,3,3.0
Tobacco1.0-831,6,6.0
Tobacco1.0-8319,11,11.0
Tobacco1.0-832,6,6.0
Tobacco1.0-8341,1,1.0
Tobacco1.0-8360,9,9.0
Tobacco1.0-8364,5,5.0
Tobacco1.0-8365,5,5.0
Tobacco1.0-8372,9,9.0
Tobacco1.0-838,3,3.0
Tobacco1.0-8382,6,6.0
Tobacco1.0-8388,1,
Tobacco1.0-8396,12,12.0
Tobacco1.0-8398,13,13.0
Tobacco1.0-8410,13,13.0
Tobacco1.0-8416,11,
Tobacco1.0-8423,6,6.0
Tobacco1.0-8430,11,11.0
Tobacco1.0-8431,9,9.0
Tobacco1.0-8438,7,7.0
Tobacco1.0-8442,5,5.0
Tobacco1.0-8446,7,7.0
Tobacco1.0-8448,1,1.0
Tobacco1.0-845,9,9.0
Tobacco1.0-8479,5,5.0
Tobacco1.0-8492,12,12.0
Tobacco1.0-8493,11,11.0
Tobacco1.0-8497,9,9.0
Tobacco1.0-8517,1,1.0
Tobacco1.0-8520,1,1.0
Tobacco1.0-8523,1,1.0
Tobacco1.0-8532,9,9.0
Tobacco1.0-8544,1,1.0
Tobacco1.0-8552,10,10.0
Tobacco1.0-8555,1,1.0
Tobacco1.0-857,10,10.0
Tobacco1.0-8572,1,1.0
Tobacco1.0-8574,11,11.0
Tobacco1.0-8584,1,1.0
Tobacco1.0-8613,5,5.0
Tobacco1.0-8628,5,5.0
Tobacco1.0-8637,9,9.0
Tobacco1.0-8644,13,13.0
Tobacco1.0-8647,9,9.0
Tobacco1.0-8652,1,1.0
Tobacco1.0-8653,1,1.0
Tobacco1.0-8682,13,
Tobacco1.0-8696,5,5.0
Tobacco1.0-8703,11,11.0
Tobacco1.0-8721,11,
Tobacco1.0-8730,7,
Tobacco1.0-8739,9,9.0
Tobacco1.0-8744,9,9.0
Tobacco1.0-8776,10,10.0
Tobacco1.0-8795,9,9.0
Tobacco1.0-8802,9,9.0
Tobacco1.0-8806,11,11.0
Tobacco1.0-8809,11,
Tobacco1.0-8817,6,6.0
Tobacco1.0-8835,5,5.0
Tobacco1.0-8843,11,11.0
Tobacco1.0-8845,6,6.0
Tobacco1.0-8871,1,1.0
Tobacco1.0-8874,13,13.0
Tobacco1.0-8881,1,1.0
Tobacco1.0-8888,1,1.0
Tobacco1.0-8896,6,6.0
Tobacco1.0-8902,6,6.0
Tobacco1.0-8918,7,7.0
Tobacco1.0-8923,9,9.0
Tobacco1.0-8924,1,1.0
Tobacco1.0-8939,6,
Tobacco1.0-8959,6,6.0
Tobacco1.0-896,5,5.0
Tobacco1.0-8968,6,6.0
Tobacco1.0-8969,6,6.0
Tobacco1.0-8971,4,4.0
Tobacco1.0-8972,4,4.0
Tobacco1.0-8990,1,1.0
Tobacco1.0-8995,9,9.0
Tobacco1.0-9001,5,5.0
Tobacco1.0-9008,9,9.0
Tobacco1.0-9009,1,1.0
Tobacco1.0-9012,13,13.0
Tobacco1.0-9015,9,9.0
Tobacco1.0-9017,9,9.0
Tobacco1.0-9026,5,5.0
Tobacco1.0-9029,9,9.0
Tobacco1.0-9034,1,1.0
Tobacco1.0-9036,9,9.0
Tobacco1.0-9042,6,6.0
Tobacco1.0-9055,9,9.0
Tobacco1.0-9058,9,9.0
Tobacco1.0-9063,9,9.0
Tobacco1.0-9065,1,1.0
Tobacco1.0-9076,5,5.0
Tobacco1.0-9079,10,10.0
Tobacco1.0-9085,5,
Tobacco1.0-9091,6,6.0
Tobacco1.0-9099,10,10.0
Tobacco1.0-9106,5,5.0
Tobacco1.0-9112,9,9.0
Tobacco1.0-9115,9,9.0
Tobacco1.0-9117,11,11.0
Tobacco1.0-9120,13,13.0
Tobacco1.0-9127,9,9.0
Tobacco1.0-9129,11,11.0
Tobacco1.0-9141,5,5.0
Tobacco1.0-9142,5,
Tobacco1.0-9143,11,11.0
Tobacco1.0-9148,5,5.0
Tobacco1.0-9150,5,
Tobacco1.0-9164,13,13.0
Tobacco1.0-9173,6,6.0
Tobacco1.0-9183,9,9.0
Tobacco1.0-9184,6,6.0
Tobacco1.0-9202,4,4.0
Tobacco1.0-9212,9,9.0
Tobacco1.0-9213,5,5.0
Tobacco1.0-924,5,5.0
Tobacco1.0-9240,11,11.0
Tobacco1.0-9245,6,6.0
Tobacco1.0-9253,9,9.0
Tobacco1.0-9261,5,5.0
Tobacco1.0-9276,1,1.0
Tobacco1.0-9284,6,6.0
